,Age,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
941,30,Research & Development,6,3,Technical Degree,1,Female,48,2,2,Laboratory Technician,4,Married,4627,23631,0,12,3,1,1,10,6,3,9,2,6,7
942,36,Research & Development,10,4,Technical Degree,4,Female,63,3,3,Healthcare Representative,3,Married,7094,5747,3,12,3,1,0,10,0,3,7,7,1,7
943,46,Human Resources,1,2,Life Sciences,4,Female,44,3,1,Human Resources,1,Single,3423,22957,6,12,3,3,0,10,3,4,7,6,5,7
944,28,Research & Development,1,3,Life Sciences,3,Female,55,1,2,Laboratory Technician,4,Married,6674,16392,0,11,3,1,3,10,6,3,9,8,7,5
945,50,Research & Development,28,3,Life Sciences,4,Female,43,3,4,Research Director,1,Married,16880,22422,4,11,3,2,0,25,2,3,3,2,1,2
946,40,Sales,25,4,Marketing,4,Male,57,2,3,Sales Executive,2,Single,9094,17235,2,12,3,3,0,9,2,3,5,4,1,0
947,52,Sales,5,3,Life Sciences,2,Male,64,3,3,Sales Executive,2,Single,8446,21534,9,19,3,3,0,10,2,2,8,7,7,7
948,30,Research & Development,17,4,Medical,2,Female,95,3,3,Manager,1,Married,11916,25927,1,23,4,4,2,9,2,3,9,1,0,8
949,39,Research & Development,18,2,Life Sciences,1,Male,32,3,2,Manufacturing Director,3,Single,4534,13352,0,11,3,1,0,9,6,3,8,7,1,7
950,31,Sales,2,4,Life Sciences,4,Female,57,3,3,Sales Executive,3,Divorced,9852,8935,1,19,3,1,1,10,5,2,10,8,9,6
951,41,Sales,10,2,Medical,3,Male,40,1,2,Sales Executive,2,Single,6151,22074,1,13,3,1,0,19,4,3,19,2,11,9
952,31,Sales,1,3,Life Sciences,4,Female,54,3,1,Sales Representative,2,Single,2302,8319,1,11,3,1,0,3,2,4,3,2,2,2
953,44,Research & Development,3,3,Life Sciences,1,Male,89,3,1,Laboratory Technician,1,Married,2362,14669,4,12,3,3,0,10,4,4,3,2,1,2
954,42,Research & Development,2,1,Life Sciences,3,Male,37,3,4,Manager,3,Married,17861,26582,0,13,3,4,0,21,3,2,20,8,2,10
955,55,Research & Development,2,2,Medical,4,Female,58,1,5,Manager,3,Married,19187,6992,4,14,3,4,1,23,5,3,19,9,9,11
956,56,Human Resources,8,4,Life Sciences,4,Male,99,3,5,Manager,2,Single,19717,4022,6,14,3,1,0,36,4,3,7,3,7,7
957,40,Research & Development,16,2,Life Sciences,3,Male,74,3,1,Research Scientist,3,Divorced,3544,8532,9,16,3,2,1,6,0,3,4,2,0,0
958,34,Research & Development,9,3,Life Sciences,4,Male,86,3,3,Healthcare Representative,4,Divorced,8500,5494,0,11,3,4,1,10,0,2,9,7,1,6
959,40,Research & Development,2,3,Life Sciences,3,Male,98,3,2,Research Scientist,4,Single,4661,22455,1,13,3,3,0,9,4,3,9,8,8,8
960,41,Sales,1,3,Marketing,3,Female,66,3,2,Sales Executive,1,Divorced,4103,4297,0,17,3,4,1,10,2,3,9,3,1,7
961,35,Research & Development,4,4,Life Sciences,3,Male,87,3,2,Research Scientist,3,Single,4249,2690,1,11,3,2,0,9,3,3,9,6,1,1
962,51,Human Resources,5,3,Life Sciences,3,Male,84,3,4,Manager,2,Divorced,14026,17588,1,11,3,2,1,33,2,3,33,9,0,10
963,38,Sales,2,2,Life Sciences,2,Female,31,3,2,Sales Executive,1,Divorced,6893,19461,3,15,3,4,1,11,3,3,7,7,1,7
964,34,Sales,15,2,Medical,3,Female,66,3,2,Sales Executive,1,Single,6125,23553,1,12,3,4,0,10,6,4,10,8,9,6
965,25,Research & Development,19,1,Medical,4,Male,67,3,1,Laboratory Technician,4,Married,3669,9075,3,11,3,3,3,7,6,2,3,2,1,2
966,58,Research & Development,7,4,Medical,3,Female,53,2,3,Manufacturing Director,1,Married,10008,12023,7,14,3,4,0,31,0,2,10,9,5,9
967,40,Research & Development,1,4,Life Sciences,2,Male,88,3,1,Laboratory Technician,2,Married,2387,6762,3,22,4,3,1,7,3,3,4,2,0,3
968,36,Sales,7,3,Marketing,1,Female,83,4,2,Sales Executive,1,Married,4639,2261,2,16,3,4,1,17,2,2,15,7,6,13
969,48,Research & Development,4,3,Life Sciences,4,Male,54,3,3,Manufacturing Director,4,Single,7898,18706,1,11,3,3,0,11,2,3,10,9,0,8
970,27,Sales,11,3,Medical,3,Female,98,4,1,Sales Representative,4,Married,2534,6527,8,14,3,2,1,5,4,3,1,0,0,0
971,51,Research & Development,11,2,Technical Degree,4,Female,82,2,4,Manufacturing Director,2,Single,13142,24439,3,16,3,2,0,29,1,2,5,2,0,3
972,18,Research & Development,1,3,Life Sciences,4,Female,97,3,1,Laboratory Technician,4,Single,1611,19305,1,15,3,3,0,0,5,4,0,0,0,0
973,35,Research & Development,1,3,Medical,4,Female,60,2,2,Laboratory Technician,4,Married,5363,10846,0,12,3,2,1,10,0,3,9,7,0,0
974,27,Sales,2,1,Life Sciences,4,Male,43,1,2,Sales Executive,4,Single,5071,20392,3,20,4,2,0,8,3,3,6,2,0,0
975,55,Sales,13,4,Marketing,1,Male,85,4,4,Sales Executive,3,Single,13695,9277,6,17,3,3,0,24,2,2,19,7,3,8
976,56,Research & Development,23,3,Life Sciences,4,Male,68,3,4,Manufacturing Director,2,Married,13402,18235,4,12,3,1,1,33,0,3,19,16,15,9
977,34,Research & Development,26,1,Technical Degree,1,Female,92,2,1,Research Scientist,3,Divorced,2029,15891,1,20,4,3,3,5,2,3,5,4,0,0
978,40,Research & Development,2,1,Medical,2,Female,89,4,2,Healthcare Representative,3,Divorced,6377,13888,5,20,4,2,3,15,0,3,12,11,11,8
979,34,Research & Development,29,3,Medical,2,Male,86,3,2,Laboratory Technician,3,Married,5429,17491,4,13,3,1,2,10,1,3,8,7,7,7
980,31,Sales,2,3,Life Sciences,3,Female,90,2,1,Sales Representative,4,Single,2785,11882,7,14,3,3,0,3,3,4,1,0,0,0
981,35,Sales,18,4,Marketing,4,Female,67,3,2,Sales Executive,3,Married,4614,23288,0,18,3,3,1,5,0,2,4,2,3,2
982,38,Research & Development,7,3,Life Sciences,4,Male,57,4,1,Research Scientist,3,Divorced,2610,15748,1,11,3,4,3,4,2,3,4,2,0,3
983,34,Research & Development,2,4,Technical Degree,3,Female,98,3,2,Healthcare Representative,4,Single,6687,6163,1,11,3,4,0,14,2,4,14,11,4,11
984,28,Sales,26,3,Life Sciences,3,Male,48,2,2,Sales Executive,1,Married,4724,24232,1,11,3,3,1,5,0,3,5,3,0,4
985,31,Research & Development,22,4,Medical,4,Male,98,3,2,Manufacturing Director,3,Married,6179,21057,1,15,3,4,2,10,3,2,10,2,6,7
986,39,Sales,21,4,Life Sciences,1,Male,44,2,2,Sales Executive,4,Married,6120,3567,3,12,3,4,2,8,2,4,5,4,1,4
987,51,Sales,2,3,Marketing,2,Male,52,3,3,Sales Executive,2,Married,10596,15395,2,11,3,2,0,14,5,3,4,2,3,2
988,41,Research & Development,22,3,Life Sciences,4,Female,75,3,2,Research Scientist,4,Divorced,5467,13953,3,14,3,1,2,12,4,2,6,2,3,3
989,37,Research & Development,4,1,Life Sciences,3,Male,54,3,1,Research Scientist,3,Married,2996,5182,7,15,3,4,0,8,2,3,6,4,1,3
990,33,Sales,5,1,Life Sciences,2,Male,61,3,2,Sales Executive,4,Married,9998,19293,6,13,3,1,0,8,2,4,5,4,1,2
991,32,Sales,2,1,Marketing,3,Male,36,3,2,Sales Executive,2,Married,4078,20497,0,13,3,1,3,4,3,2,3,2,1,2
992,39,Research & Development,25,2,Life Sciences,3,Male,71,3,3,Healthcare Representative,3,Married,10920,3449,3,21,4,2,1,13,2,3,6,4,0,5
993,25,Sales,18,1,Life Sciences,1,Male,93,4,2,Sales Executive,3,Married,6232,12477,2,11,3,2,0,6,3,2,3,2,1,2
994,52,Research & Development,28,2,Medical,4,Female,59,4,4,Manufacturing Director,3,Married,13247,9731,2,11,3,2,1,24,3,2,5,3,0,2
995,43,Research & Development,6,3,Medical,1,Female,73,2,2,Research Scientist,3,Single,4081,20003,1,14,3,1,0,20,3,1,20,7,1,8
996,27,Sales,10,3,Marketing,4,Female,98,2,2,Sales Executive,4,Married,5769,7100,1,11,3,4,0,6,3,3,6,2,4,4
997,27,Research & Development,17,4,Life Sciences,4,Female,51,3,1,Research Scientist,3,Single,2394,25681,1,13,3,4,0,8,2,3,8,2,7,7
998,26,Research & Development,2,1,Medical,1,Male,36,2,1,Research Scientist,4,Single,3904,4050,0,12,3,4,0,5,2,3,4,3,1,1
999,42,Human Resources,10,3,Human Resources,3,Female,31,3,4,Manager,1,Married,16799,16616,0,14,3,3,1,21,5,3,20,7,0,9
1000,52,Research & Development,8,4,Other,3,Female,54,3,1,Laboratory Technician,1,Married,2950,17363,9,13,3,3,0,12,2,1,5,4,0,4
1001,37,Research & Development,11,3,Medical,1,Female,94,3,1,Laboratory Technician,3,Single,3629,19106,4,18,3,1,0,8,6,3,3,2,0,2
1002,35,Research & Development,18,2,Life Sciences,3,Male,60,3,3,Manufacturing Director,4,Single,9362,19944,2,11,3,3,0,10,2,3,2,2,2,2
1003,25,Research & Development,1,3,Technical Degree,1,Male,81,3,1,Laboratory Technician,4,Married,3229,4910,4,11,3,2,1,7,2,2,3,2,0,2
1004,26,Research & Development,7,3,Other,3,Male,100,4,1,Laboratory Technician,1,Single,3578,23577,0,12,3,4,0,8,2,3,7,7,0,7
1005,29,Human Resources,17,3,Other,2,Male,51,2,3,Human Resources,1,Single,7988,9769,1,13,3,1,0,10,3,2,10,9,0,9
1006,49,Research & Development,28,2,Life Sciences,1,Male,97,2,2,Laboratory Technician,1,Single,4284,22710,3,20,4,1,0,20,2,3,4,3,1,3
1007,29,Research & Development,14,1,Other,3,Female,84,3,3,Healthcare Representative,4,Single,7553,22930,0,12,3,1,0,9,1,3,8,7,7,7
1008,54,Research & Development,1,3,Medical,4,Female,54,3,4,Research Director,4,Single,17328,5652,6,19,3,4,0,29,3,2,20,7,12,7
1009,58,Research & Development,1,3,Medical,4,Female,76,3,5,Research Director,1,Married,19701,22456,3,21,4,3,1,32,3,3,9,8,1,5
1010,55,Research & Development,1,4,Medical,2,Male,81,4,4,Research Director,4,Divorced,14732,12414,2,13,3,4,2,31,4,4,7,7,0,0
1011,36,Sales,3,4,Marketing,1,Female,99,3,2,Sales Executive,2,Single,9278,20763,3,16,3,4,0,15,3,3,5,4,0,1
1012,31,Sales,1,4,Life Sciences,2,Female,50,1,1,Sales Representative,3,Single,1359,16154,1,12,3,2,0,1,3,3,1,0,0,0
1013,30,Sales,7,4,Marketing,4,Female,73,3,2,Sales Executive,1,Divorced,4779,12761,7,14,3,2,2,8,3,3,3,2,0,2
1014,31,Research & Development,8,5,Life Sciences,1,Female,93,3,4,Research Director,2,Single,16422,8847,3,11,3,3,0,9,3,4,3,2,1,0
1015,34,Research & Development,1,4,Other,4,Male,91,3,1,Research Scientist,1,Divorced,2996,20284,5,14,3,3,2,10,2,3,4,3,1,3
1016,31,Research & Development,8,3,Life Sciences,1,Female,34,2,1,Research Scientist,2,Single,1261,22262,1,12,3,3,0,1,3,4,1,0,0,0
1017,27,Research & Development,11,1,Life Sciences,2,Male,91,3,1,Laboratory Technician,1,Married,2099,7679,0,14,3,2,0,6,3,4,5,0,1,4
1018,36,Research & Development,4,4,Life Sciences,1,Male,37,2,2,Laboratory Technician,4,Single,5810,22604,1,16,3,3,0,10,2,2,10,4,1,8
1019,36,Sales,16,4,Marketing,3,Female,98,2,2,Sales Executive,1,Married,5647,13494,4,13,3,1,2,11,3,2,3,2,0,2
1020,47,Research & Development,1,3,Technical Degree,1,Male,74,3,1,Research Scientist,4,Married,3420,10205,7,12,3,3,1,17,2,2,6,5,1,2
1021,25,Sales,9,2,Life Sciences,1,Male,68,2,1,Sales Representative,1,Married,4400,15182,3,12,3,1,0,6,2,3,3,2,2,2
1022,37,Research & Development,5,2,Technical Degree,3,Male,84,4,1,Laboratory Technician,3,Single,3500,25470,0,14,3,1,0,7,2,1,6,5,1,3
1023,56,Research & Development,1,2,Life Sciences,1,Female,90,3,1,Research Scientist,1,Married,2066,10494,2,22,4,4,1,5,3,4,3,2,1,0
1024,47,Research & Development,2,4,Medical,1,Female,82,3,4,Research Director,3,Married,17169,26703,3,19,3,2,2,26,2,4,20,17,5,6
1025,24,Sales,4,1,Medical,4,Female,42,3,2,Sales Executive,3,Married,4162,15211,1,12,3,3,2,5,3,3,5,4,0,3
1026,32,Sales,7,5,Marketing,4,Male,97,3,2,Sales Executive,4,Married,9204,23343,4,12,3,3,1,7,3,2,4,3,0,3
1027,34,Research & Development,1,3,Life Sciences,4,Female,86,2,1,Laboratory Technician,2,Married,3294,3708,5,17,3,1,1,7,2,2,5,4,0,2
1028,41,Research & Development,5,5,Medical,2,Male,90,4,1,Research Scientist,3,Married,2127,5561,2,12,3,1,0,7,5,2,4,2,0,3
1029,40,Research & Development,9,4,Other,3,Male,81,3,2,Laboratory Technician,3,Divorced,3975,23099,3,11,3,3,2,11,2,4,8,7,0,7
1030,31,Sales,8,2,Life Sciences,1,Male,31,3,3,Sales Executive,4,Divorced,10793,8386,1,18,3,1,1,13,5,3,13,7,9,9
1031,46,Sales,9,3,Marketing,1,Male,52,3,3,Sales Executive,4,Divorced,10096,15986,4,11,3,1,1,28,1,4,7,7,4,3
1032,39,Research & Development,2,3,Life Sciences,1,Female,54,2,1,Laboratory Technician,1,Single,3646,17181,2,23,4,2,0,11,2,4,1,0,0,0
1033,31,Research & Development,1,5,Life Sciences,3,Female,100,4,3,Manufacturing Director,2,Single,7446,8931,1,11,3,1,0,10,2,3,10,8,4,7
1034,45,Research & Development,20,3,Medical,2,Male,95,1,3,Healthcare Representative,1,Divorced,10851,19863,2,18,3,2,1,24,2,3,7,7,0,7
1035,31,Human Resources,8,2,Medical,4,Female,96,4,1,Human Resources,2,Single,2109,24609,9,18,3,4,0,8,3,3,3,2,0,2
1036,31,Research & Development,2,3,Life Sciences,2,Male,94,3,1,Laboratory Technician,4,Married,3722,21081,6,13,3,3,1,7,2,1,2,2,2,2
1037,45,Research & Development,29,3,Technical Degree,2,Male,55,3,3,Manufacturing Director,4,Married,9380,14720,4,18,3,4,2,10,4,4,3,1,1,2
1038,48,Sales,7,3,Marketing,3,Male,96,3,2,Sales Executive,1,Divorced,5486,24795,4,11,3,1,3,15,3,3,2,2,2,2
1039,34,Human Resources,9,4,Technical Degree,1,Female,52,3,1,Human Resources,3,Married,2742,3072,1,15,3,4,0,2,0,3,2,2,2,2
1040,40,Research & Development,8,1,Medical,4,Male,55,2,3,Research Director,2,Divorced,13757,25178,2,11,3,3,1,16,5,3,9,8,4,8
1041,28,Sales,5,3,Medical,4,Male,84,3,2,Sales Executive,1,Single,8463,23490,0,18,3,4,0,6,4,3,5,4,1,3
1042,44,Research & Development,5,3,Life Sciences,3,Male,90,2,1,Laboratory Technician,3,Single,3162,7973,3,14,3,4,0,7,5,3,5,2,0,3
1043,53,Research & Development,2,3,Medical,4,Male,39,4,4,Research Director,2,Single,16598,19764,4,12,3,2,0,35,2,2,9,8,8,8
1044,49,Research & Development,5,4,Technical Degree,1,Male,96,3,2,Healthcare Representative,3,Married,6651,21534,2,14,3,2,1,20,0,2,3,2,1,2
1045,40,Research & Development,2,3,Medical,3,Male,68,3,1,Research Scientist,3,Divorced,2345,8045,2,14,3,3,1,8,3,4,3,1,1,2
1046,44,Research & Development,20,3,Life Sciences,4,Male,49,3,1,Research Scientist,2,Single,3420,21158,1,13,3,3,0,6,3,2,5,2,1,3
1047,33,Sales,7,3,Medical,4,Male,54,3,2,Sales Executive,1,Married,4373,17456,0,14,3,1,2,5,2,3,4,3,0,3
1048,34,Sales,3,3,Other,4,Male,81,1,2,Sales Executive,1,Single,4759,15891,3,18,3,4,0,15,2,3,13,9,3,12
1049,30,Sales,16,1,Life Sciences,4,Male,96,3,2,Sales Executive,3,Married,5301,2939,8,15,3,3,2,4,2,2,2,1,2,2
1050,42,Research & Development,9,2,Medical,1,Female,74,3,1,Laboratory Technician,4,Single,3673,16458,1,13,3,3,0,12,3,3,12,9,5,8
1051,44,Sales,1,5,Marketing,1,Female,79,3,2,Sales Executive,3,Married,4768,9282,7,12,3,3,1,11,4,2,1,0,0,0
1052,30,Research & Development,7,3,Technical Degree,3,Male,64,3,1,Research Scientist,3,Divorced,1274,7152,1,13,3,2,2,1,2,2,1,0,0,0
1053,57,Research & Development,1,2,Life Sciences,2,Male,93,4,2,Research Scientist,3,Married,4900,2721,0,24,4,1,1,13,2,2,12,9,2,8
1054,49,Research & Development,7,4,Life Sciences,3,Male,35,3,3,Healthcare Representative,2,Divorced,10466,20948,3,14,3,2,2,29,3,3,8,7,0,7
1055,34,Research & Development,15,3,Medical,2,Male,71,3,4,Research Director,1,Divorced,17007,11929,7,14,3,4,2,16,3,2,14,8,6,9
1056,28,Sales,1,3,Technical Degree,1,Male,92,3,1,Sales Representative,3,Married,2909,15747,3,15,3,4,1,5,3,4,3,2,1,2
1057,29,Sales,13,3,Technical Degree,1,Female,51,3,2,Sales Executive,2,Single,5765,17485,5,11,3,1,0,7,4,1,5,3,0,0
1058,34,Sales,24,4,Medical,1,Female,40,2,2,Sales Executive,2,Single,4599,7815,0,23,4,3,0,16,2,4,15,9,10,10
1059,35,Sales,7,1,Life Sciences,4,Male,76,3,1,Sales Representative,3,Married,2404,16192,1,13,3,1,1,1,3,3,1,0,0,0
1060,24,Research & Development,9,3,Medical,2,Male,89,3,1,Laboratory Technician,1,Single,3172,16998,2,11,3,3,0,4,2,2,0,0,0,0
1061,24,Sales,13,2,Life Sciences,4,Female,78,3,1,Sales Representative,2,Married,2033,7103,1,13,3,3,1,1,2,3,1,0,0,0
1062,44,Research & Development,2,1,Medical,2,Male,86,3,3,Manufacturing Director,3,Single,10209,19719,5,18,3,2,0,16,2,2,2,2,2,2
1063,29,Sales,19,3,Life Sciences,3,Male,77,2,2,Sales Executive,3,Divorced,8620,23757,1,14,3,3,2,10,3,3,10,7,0,4
1064,30,Human Resources,1,3,Life Sciences,3,Male,46,3,1,Human Resources,3,Divorced,2064,15428,0,21,4,1,1,6,3,4,5,3,1,3
1065,55,Research & Development,4,4,Life Sciences,4,Male,30,3,2,Healthcare Representative,3,Married,4035,16143,0,16,3,2,0,4,2,3,3,2,1,2
1066,33,Research & Development,4,4,Medical,1,Female,82,2,1,Laboratory Technician,2,Married,3838,8192,8,11,3,4,0,8,5,3,5,4,0,2
1067,47,Sales,14,3,Medical,3,Female,78,3,2,Sales Executive,3,Married,4591,24200,3,17,3,3,1,11,4,2,5,4,1,2
1068,28,Research & Development,2,2,Medical,3,Male,38,2,1,Laboratory Technician,1,Single,2561,5355,7,11,3,3,0,8,2,2,0,0,0,0
1069,28,Research & Development,1,3,Life Sciences,1,Male,72,2,1,Research Scientist,3,Divorced,1563,12530,1,14,3,4,1,1,2,1,1,0,0,0
1070,28,Sales,7,3,Life Sciences,3,Male,55,3,2,Sales Executive,1,Single,4898,11827,0,14,3,4,0,5,5,3,4,2,1,3
1071,49,Research & Development,3,2,Medical,3,Female,43,2,2,Laboratory Technician,1,Married,4789,23070,4,25,4,1,1,10,3,3,3,2,1,2
1072,29,Research & Development,2,1,Life Sciences,4,Female,97,3,1,Laboratory Technician,2,Married,3180,4668,0,13,3,3,3,4,3,3,3,2,0,2
1073,28,Research & Development,29,1,Life Sciences,3,Male,96,1,2,Manufacturing Director,2,Married,6549,3173,1,14,3,2,2,8,2,2,8,6,1,7
1074,33,Research & Development,8,5,Life Sciences,4,Male,69,3,2,Healthcare Representative,3,Single,6388,22049,2,17,3,1,0,14,6,3,0,0,0,0
1075,32,Research & Development,10,3,Medical,3,Male,64,3,3,Manager,4,Single,11244,21072,2,25,4,2,0,10,5,4,5,2,0,0
1076,54,Research & Development,11,4,Medical,2,Female,87,3,4,Manager,4,Divorced,16032,24456,3,20,4,1,1,26,2,3,14,9,1,12
1077,29,Research & Development,1,4,Technical Degree,1,Male,100,2,1,Research Scientist,1,Single,2362,7568,6,13,3,3,0,11,2,1,9,7,0,7
1078,44,Research & Development,28,3,Life Sciences,4,Male,32,3,4,Research Director,1,Married,16328,22074,3,13,3,3,1,24,1,4,20,6,14,17
1079,39,Research & Development,6,3,Life Sciences,2,Female,32,3,3,Manufacturing Director,2,Single,8376,9150,4,18,3,4,0,9,3,3,2,0,2,2
1080,46,Sales,3,3,Life Sciences,3,Female,51,3,4,Manager,2,Married,16606,11380,8,12,3,4,1,23,2,4,13,12,5,1
1081,35,Research & Development,16,3,Life Sciences,4,Female,91,2,3,Healthcare Representative,2,Single,8606,21195,1,19,3,4,0,11,3,1,11,8,3,3
1082,23,Research & Development,20,1,Life Sciences,1,Male,97,3,2,Laboratory Technician,3,Single,2272,24812,0,14,3,2,0,5,2,3,4,3,1,2
1083,40,Research & Development,9,4,Life Sciences,4,Male,86,3,1,Laboratory Technician,1,Single,2018,21831,3,14,3,2,0,15,3,1,5,4,1,0
1084,34,Sales,1,3,Technical Degree,4,Male,64,2,3,Sales Executive,3,Married,7083,12288,1,14,3,4,0,10,3,3,10,9,8,6
1085,31,Research & Development,3,3,Life Sciences,4,Female,33,3,1,Research Scientist,3,Single,4084,4156,1,12,3,1,0,7,2,1,7,2,7,7
1086,50,Research & Development,22,5,Medical,3,Male,88,1,4,Research Director,4,Single,14411,24450,1,13,3,4,0,32,2,3,32,6,13,9
1087,34,Sales,7,2,Technical Degree,2,Male,55,3,1,Sales Representative,3,Married,2308,4944,0,25,4,2,1,12,4,3,11,10,5,7
1088,42,Research & Development,2,3,Medical,3,Male,68,2,1,Laboratory Technician,2,Married,4841,24052,4,14,3,2,1,4,3,3,1,0,0,0
1089,37,Research & Development,13,3,Medical,1,Male,47,3,2,Research Scientist,4,Married,4285,3031,1,17,3,1,0,10,2,3,10,8,3,7
1090,29,Research & Development,8,1,Other,3,Female,39,1,2,Healthcare Representative,1,Married,9715,7288,3,13,3,3,1,9,3,3,7,7,0,7
1091,33,Research & Development,25,3,Life Sciences,4,Male,44,2,2,Manufacturing Director,2,Single,4320,24152,1,13,3,4,0,5,2,3,5,3,0,2
1092,45,Research & Development,28,3,Technical Degree,4,Male,97,3,1,Research Scientist,4,Married,2132,4585,4,20,4,4,1,8,3,3,5,4,0,3
1093,42,Research & Development,2,3,Life Sciences,4,Male,40,3,3,Healthcare Representative,4,Married,10124,18611,2,14,3,3,1,24,3,1,20,8,13,9
1094,40,Sales,9,2,Medical,1,Male,47,3,2,Sales Executive,1,Married,5473,19345,0,12,3,4,0,9,5,4,8,4,7,1
1095,33,Research & Development,28,4,Life Sciences,2,Male,79,3,2,Laboratory Technician,3,Married,5207,22949,1,12,3,2,1,15,3,3,15,14,5,7
1096,40,Human Resources,6,2,Medical,3,Male,38,3,4,Manager,4,Single,16437,17381,1,21,4,4,0,21,2,3,21,7,7,7
1097,24,Research & Development,21,2,Technical Degree,3,Male,57,2,1,Laboratory Technician,1,Divorced,2296,10036,0,14,3,2,3,2,3,3,1,1,0,0
1098,40,Research & Development,8,2,Life Sciences,4,Male,72,3,2,Healthcare Representative,4,Divorced,4069,8841,3,18,3,3,0,8,2,3,2,2,2,2
1099,45,Research & Development,1,4,Technical Degree,1,Male,66,3,3,Healthcare Representative,2,Divorced,7441,20933,1,12,3,1,3,10,4,3,10,8,7,7
1100,35,Sales,28,4,Life Sciences,2,Female,98,2,1,Sales Representative,3,Married,2430,26204,0,23,4,1,2,6,5,3,5,3,4,2
1101,32,Research & Development,5,2,Life Sciences,4,Female,67,2,2,Research Scientist,2,Married,5878,15624,3,12,3,1,1,12,2,3,7,1,2,5
1102,36,Sales,2,4,Life Sciences,3,Male,70,3,1,Sales Representative,4,Single,2644,17001,3,21,4,4,0,7,3,2,3,2,1,2
1103,48,Sales,16,4,Life Sciences,3,Female,96,3,2,Sales Executive,3,Divorced,6439,13693,8,14,3,3,1,18,2,3,8,7,7,7
1104,29,Research & Development,9,3,Life Sciences,3,Male,91,4,1,Research Scientist,3,Married,2451,22376,6,18,3,1,2,5,2,2,1,0,0,0
1105,33,Sales,8,4,Life Sciences,1,Male,46,3,2,Sales Executive,1,Married,6392,10589,2,13,3,4,1,8,6,1,2,2,2,2
1106,30,Sales,1,3,Life Sciences,2,Male,64,2,2,Sales Executive,1,Married,9714,5323,1,11,3,4,1,10,4,3,10,8,6,7
1107,38,Human Resources,10,4,Human Resources,3,Male,71,3,2,Human Resources,3,Married,6077,14814,3,11,3,3,0,10,2,3,6,3,1,2
1108,35,Research & Development,1,3,Medical,4,Male,68,2,1,Laboratory Technician,1,Single,2450,21731,1,19,3,2,0,3,3,3,3,0,1,2
1109,30,Sales,29,4,Technical Degree,3,Male,33,3,3,Sales Executive,2,Married,9250,17799,3,12,3,2,1,9,3,3,4,2,1,3
1110,35,Research & Development,2,3,Life Sciences,1,Female,69,3,1,Laboratory Technician,1,Divorced,2074,26619,1,12,3,4,1,1,2,3,1,0,0,0
1111,53,Research & Development,2,5,Technical Degree,3,Female,78,2,3,Manufacturing Director,4,Married,10169,14618,0,16,3,2,1,34,4,3,33,7,1,9
1112,38,Research & Development,2,3,Medical,3,Male,81,3,2,Manufacturing Director,2,Married,4855,7653,4,11,3,1,2,7,2,3,5,2,1,4
1113,32,Research & Development,1,4,Technical Degree,4,Male,62,3,2,Research Scientist,1,Married,4087,25174,4,14,3,2,1,9,3,2,6,5,1,2
1114,48,Research & Development,15,4,Other,3,Female,65,3,1,Research Scientist,1,Married,2367,16530,8,12,3,4,1,10,3,2,8,2,7,6
1115,34,Research & Development,7,4,Medical,1,Male,35,3,1,Research Scientist,4,Single,2972,22061,1,13,3,3,0,1,4,1,1,0,0,0
1116,55,Sales,26,5,Marketing,3,Male,60,2,5,Manager,4,Married,19586,23037,1,21,4,3,1,36,3,3,36,6,2,13
1117,34,Research & Development,1,4,Life Sciences,2,Male,45,3,2,Research Scientist,4,Married,5484,13008,9,17,3,2,1,9,3,2,2,2,2,1
1118,26,Research & Development,3,3,Life Sciences,1,Female,89,3,1,Research Scientist,4,Married,2061,11133,1,21,4,1,0,1,5,3,1,0,0,0
1119,38,Sales,14,3,Life Sciences,3,Male,80,3,2,Sales Executive,2,Married,9924,12355,0,11,3,4,1,10,3,3,9,8,7,7
1120,38,Sales,16,3,Life Sciences,2,Female,90,3,2,Sales Executive,2,Single,4198,16379,2,12,3,2,0,8,5,4,3,2,1,2
1121,36,Sales,1,4,Life Sciences,2,Female,73,3,2,Sales Executive,3,Single,6815,21447,6,13,3,1,0,15,5,3,1,0,0,0
1122,29,Research & Development,3,1,Medical,2,Male,87,3,1,Laboratory Technician,1,Single,4723,16213,1,18,3,4,0,10,3,3,10,9,1,5
1123,35,Research & Development,10,4,Medical,1,Female,51,3,2,Healthcare Representative,3,Single,6142,4223,3,16,3,3,0,10,4,3,5,2,0,4
1124,39,Sales,6,3,Medical,4,Male,38,4,3,Sales Executive,3,Married,8237,4658,2,11,3,1,1,11,3,3,7,6,7,6
1125,29,Research & Development,2,1,Life Sciences,1,Male,87,3,2,Healthcare Representative,4,Divorced,8853,24483,1,19,3,4,1,6,0,4,6,4,1,3
1126,50,Sales,9,3,Marketing,3,Male,59,3,5,Manager,3,Married,19331,19519,4,16,3,3,1,27,2,3,1,0,0,0
1127,23,Research & Development,10,3,Technical Degree,4,Male,45,4,1,Research Scientist,3,Married,2073,12826,2,16,3,4,1,4,2,3,2,2,2,2
